ID,車名,支払総額,車両価格,諸費用,色,年式,走行距離,地域,車検,ミッション,駆動方式,整備ノート,排気量,法定整備,動力,修復歴,ワンオーナー,未使用車,禁煙車,外装,内装,機関,修理歴,カーナビ,ETC,スマートキー,盗難防止システム,アイドリングストップ,100V電源,USB入力端子,Bluetooth接続,音楽プレイヤー接続可,CDデッキ,DVDデッキ,テレビ,パワーステアリング,パワーウィンドウ,寒冷地仕様,本革シート,ハーフレザーシート,パワーシート,ベンチシート,フルフラット,シートエアコン,シートヒーター,ローダウン,電動リアゲート,サンルーフ,ディスチャージドランプ,LEDヘッドランプ,アルミホイール,エアロパーツ,エアバッグ,ドライブレコーダー,バックモニターカメラ,全周囲カメラ,フロントカメラ,サイドカメラ,横滑り防止装置,衝突安全ボディ,衝突被害軽減システム,ABS,クルーズコントロール,アダプティブクルーズコントロール,クリアランスソナー,オートライト,レーンアシスト,パークアシスト,自動駐車システム
935,プリウス Ａ,188.5,176.7,11.8,アティチュードブラックマイカ,2019,5.2,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0
936,プリウス Ａ,180.2,166,14.2,シルバーＭ,2017,1.7,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0
937,プリウス Ｓ,178.2,164.8,13.4,ブラック,2019,5,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
938,プリウス Ｓツーリングセレクション,54,39,15,ブラック,2011,19.4,滋賀県,2024/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
939,プリウス Ｓ,40,32.2,7.8,ブラック,2011,16,大阪府,2024/09,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
940,プリウス Ｓ,165.7,149.8,15.9,スーパーホワイト,2019,7.4,大阪府,車検整備なし,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
941,プリウス Ｓ,51.4,39,12.4,パール,2010,17.9,大阪府,2025/06,AT,2WD,1,1800cc,1,ガソリン,0,1,0,0,NA,NA,NA,NA,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
942,プリウス Ｓツーリングセレクション,224,208,16,パール,2020,6.2,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
943,プリウス Ｓ,173.4,159.8,13.6,ホワイト,2019,5.2,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
944,プリウス Ｓ,35,27,8,ホワイトパールクリスタルシャイン,2010,22.6,兵庫県,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0
945,プリウス Ｓ,56.9,48.8,8.1,ブラック,2011,12.7,京都府,2024/11,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
946,プリウス Ｓツーリングセレクション・Ｇ’ｓ,100,88,12,ホワイトパールクリスタルシャイン,2012,10.1,大阪府,2026/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
947,プリウス Ａ,178,165,13,アカ,2019,4.6,京都府,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
948,プリウス Ｓ,183.3,169.2,14.1,シルバーメタリック,2019,4.8,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
949,プリウス Ｓ,35.8,24.9,10.9,ブルー,2010,18.5,兵庫県,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
950,プリウス Ｓ,49.8,29.8,20,パールホワイト,2010,15.9,大阪府,2025/06,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
951,プリウス Ｌ,44.5,38.8,5.7,ライトシルバー,2011,12,兵庫県,2024/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
952,プリウス Ｓツーリングセレクション,107.1,94.8,12.3,ブラック,2010,5.9,大阪府,2025/01,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
953,プリウス 1.8,54.8,52,2.8,ブルー,2011,14.8,奈良県,2022/07,CVT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
954,プリウス Ｓツーリングセレクション,63,55,8,ブラック,2011,12.2,滋賀県,2026/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
955,プリウス Ｓツーリングセレクション,54.8,39.8,15,ブラック,2010,20.7,兵庫県,2026/02,CVT,2WD,1,1800cc,0,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
956,プリウス Ｓ,59.8,39.8,20,シルバーＭ,2010,13.4,兵庫県,2025/12,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
957,プリウス Ｓツーリングセレクション,64.8,44.8,20,ブラック,2011,14.2,兵庫県,2026/02,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
958,プリウス Ｓツーリングセレクション,247.2,233,14.2,ホワイトパールクリスタルシャイン,2019,1.6,大阪府,車検整備付,CVT,4WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
959,プリウス Ｓセーフティプラス,187.7,175,12.7,アティチュードブラックマイカ,2017,2.6,大阪府,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
960,プリウス Ａツーリングセレクション,228.8,218,10.8,ホワイトパールクリスタルシャイン,2019,3.9,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
961,プリウス Ｓ,219.3,205.7,13.6,ホワイトパールクリスタルシャイン,2019,4.2,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
962,プリウス Ｓ,62.2,49.9,12.3,シルバーメタリック,2009,7.9,兵庫県,2024/08,AT,2WD,1,1800cc,0,ガソリン,0,0,0,0,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
963,プリウス Ａ,241.2,228,13.2,ホワイトパールクリスタルシャイン,2019,1.5,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
964,プリウス Ｓ,169.7,149,20.7,ブラック,2019,8.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
965,プリウス Ｅ,129.9,116.9,13,シルバーメタリック,2016,3.7,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
966,プリウス Ｓ,179.2,165.1,14.1,グレーメタリック,2019,6.3,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0
967,プリウス Ｓ,129.9,109.9,20,パール,2018,7.4,大阪府,車検整備なし,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
968,プリウス Ｓ,99.5,88.3,11.2,シルバーメタリック,2014,1.3,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
969,プリウス Ａツーリングセレクション,210.6,199,11.6,シルバーＭ,2018,0.7,京都府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
970,プリウス Ａプレミアム,257.7,245,12.7,ホワイトパールクリスタルシャイン,2019,1.5,大阪府,車検整備付,AT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
971,プリウス Ｓ,136.2,123,13.2,シルバーＭ,2019,9,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
972,プリウス Ｓ,108,98,10,パールホワイト,2012,18.2,大阪府,2025/08,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
973,プリウス Ａ,222.2,209,13.2,シルバーＭ,2019,4.4,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
974,プリウス Ａ,179.9,161.9,18,ホワイトパールクリスタルシャイン,2017,3.2,京都府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
975,プリウス Ｇツーリングセレクションレザーパッケージ,108,99,9,パールホワイト,2012,18.3,大阪府,2025/02,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
976,プリウス Ａツーリングセレクション,212.6,198.8,13.8,ブルーメタリック,2019,3.7,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
977,プリウス Ａプレミアム,227.2,213,14.2,ホワイトパールクリスタルシャイン,2019,3.9,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
978,プリウス Ｓセーフティプラス,191.2,172.8,18.4,パール,2017,3.2,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
979,プリウス Ｓ,177.9,159.8,18.1,パール,2017,3.2,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
980,プリウス Ａツーリングセレクション,239.8,226,13.8,ブラック,2019,2.1,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
981,プリウス Ｓツーリングセレクション,259.9,246.6,13.3,ホワイトパールクリスタルシャイン,2019,1.8,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0
982,プリウス Ｓ,173.2,159.8,13.4,ホワイト,2019,6.1,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
983,プリウス Ａツーリングセレクション,210,198,12,シルバーＭ,2019,3.6,奈良県,車検整備なし,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
984,プリウス Ｓツーリングセレクション,202.2,188,14.2,エモーショナルレッド２,2019,4.2,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0
985,プリウス Ａ,198,185,13,ホワイト,2019,3.9,京都府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
986,プリウス Ａ,164.9,151.1,13.8,ブルーメタリック,2019,8,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
987,プリウス Ｓ,52.8,42.8,10,レッドＭ,2009,8.9,大阪府,2024/10,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
988,プリウス Ｓセーフティプラス,177.5,162.8,14.7,ホワイトパールクリスタルシャイン,2017,3.3,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
989,プリウス Ｓ,129.9,109.9,20,スーパーホワイトＩＩ,2018,7.1,大阪府,車検整備なし,CVT,2WD,1,1800cc,0,ハイブリッド,0,0,0,0,5,4,正常,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0
990,プリウス Ｓツーリングセレクション,261.3,249.7,11.6,ホワイトパールクリスタルシャイン,2019,2.5,和歌山県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
991,プリウス Ｓ,178.1,164.8,13.3,パール,2019,5.7,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0
992,プリウス Ａ,206.2,193,13.2,アティチュードブラックマイカ,2019,3.7,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
993,プリウス Ｓ,122.4,108,14.4,シルバーメタリック,2014,1.2,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,5,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
994,プリウス Ｓ,122.3,109.8,12.5,ブルー,2016,3.9,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
995,プリウス Ａ,161.2,148,13.2,スティールブロンドメタリック,2016,2.3,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0
996,プリウス Ｓセーフティプラス,159.9,146.6,13.3,ホワイトパールクリスタルシャイン,2017,4.7,兵庫県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
997,プリウス Ａプレミアム,397,379,18,ブラック,2020,1.2,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0
998,プリウス Ｓツーリングセレクション,239.1,228,11.1,グレーメタリック,2019,1.7,奈良県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0
999,プリウス Ｓツーリングセレクション,187,169,18,パール,2019,5.5,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,1,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0
1000,プリウス Ｓツーリングセレクション,157,143,14,シルバー,2017,4.6,滋賀県,車検整備なし,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1001,プリウス Ｓツーリングセレクション,223,207,16,パール,2020,6.9,滋賀県,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0
1002,プリウス Ｓツーリングセレクション,185,169,16,グレー,2018,3,滋賀県,車検整備なし,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,4,4,正常,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0
1003,プリウス Ｓ,277,258,19,レッドＭ,2019,2.1,大阪府,車検整備付,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,5,4,正常,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
1004,プリウス Ｓ,77.8,59.8,18,ブラック,2010,10.4,兵庫県,2026/04,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1005,プリウス Ｓ,69,59,10,パールホワイト,2010,9.9,奈良県,2025/03,CVT,2WD,1,1800cc,1,ハイブリッド,0,0,0,0,3,4,正常,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1006,プリウス 1.8,102,89.8,12.2,パールホワイト,2011,6.6,京都府,2022/12,AT,2WD,1,1790cc,0,ハイブリッド,0,0,0,0,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
